DATAFLOW,LAST UPDATE,freq,unit,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1995-Q1,487020.3,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1995-Q2,499663.3,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1995-Q3,497802.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1995-Q4,499677.8,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1996-Q1,492213.5,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1996-Q2,492903.3,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1996-Q3,495893.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1996-Q4,495477.3,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1997-Q1,486987.8,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1997-Q2,489261.7,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1997-Q3,490185.1,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1997-Q4,495047.9,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1998-Q1,497836.5,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1998-Q2,498652.2,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1998-Q3,502893.6,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1998-Q4,507555.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1999-Q1,514467.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1999-Q2,515126.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1999-Q3,520612.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,1999-Q4,522633.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2000-Q1,529558.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2000-Q2,533011.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2000-Q3,534078.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2000-Q4,533238.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2001-Q1,547664.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2001-Q2,547434.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2001-Q3,549774.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2001-Q4,553461.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2002-Q1,551875.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2002-Q2,553448.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2002-Q3,560407.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2002-Q4,561316.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2003-Q1,556214.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2003-Q2,557322.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2003-Q3,564773.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2003-Q4,566012.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2004-Q1,567314.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2004-Q2,573574.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2004-Q3,572428.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2004-Q4,572646.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2005-Q1,574332.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2005-Q2,577809.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2005-Q3,583094.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2005-Q4,587251.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2006-Q1,592026.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2006-Q2,603870.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2006-Q3,609737.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2006-Q4,621405.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2007-Q1,628126.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2007-Q2,633420.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2007-Q3,638905.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2007-Q4,645175.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2008-Q1,650584.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2008-Q2,648911.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2008-Q3,647237.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2008-Q4,639642.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2009-Q1,615774.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2009-Q2,618792.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2009-Q3,625185.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2009-Q4,633169.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2010-Q1,636889.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2010-Q2,648116.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2010-Q3,659322.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2010-Q4,666286.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2011-Q1,678984.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2011-Q2,682605.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2011-Q3,689743.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2011-Q4,692716.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2012-Q1,695160.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2012-Q2,697813.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2012-Q3,704128.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2012-Q4,704529.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2013-Q1,706429.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2013-Q2,715914.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2013-Q3,722976.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2013-Q4,726713.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2014-Q1,739579.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2014-Q2,743732.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2014-Q3,748941.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2014-Q4,757584.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2015-Q1,759537.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2015-Q2,768808.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2015-Q3,774686.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2015-Q4,779866.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2016-Q1,790245.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2016-Q2,795551.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2016-Q3,799546.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2016-Q4,805544.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2017-Q1,817727.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2017-Q2,828769.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2017-Q3,839104.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2017-Q4,849672.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2018-Q1,848873.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2018-Q2,858518.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2018-Q3,857751.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2018-Q4,870762.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2019-Q1,876831.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2019-Q2,880886.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2019-Q3,888719.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2019-Q4,894560.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2020-Q1,881485.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2020-Q2,809073.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2020-Q3,867876.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2020-Q4,884210.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2021-Q1,886534.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2021-Q2,907732.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2021-Q3,928453.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2021-Q4,944587.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2022-Q1,962521.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2022-Q2,979029.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2022-Q3,993638.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2022-Q4,1012073.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2023-Q1,1029719.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2023-Q2,1041192.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2023-Q3,1052400.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2023-Q4,1063813.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2024-Q1,1068124.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2024-Q2,1073781.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2024-Q3,1078033.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Germany,2024-Q4,1087972.0,p,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1995-Q1,112794.6,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1995-Q2,116212.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1995-Q3,119324.9,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1995-Q4,121659.6,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1996-Q1,124809.3,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1996-Q2,126056.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1996-Q3,127418.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1996-Q4,127825.2,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1997-Q1,127308.5,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1997-Q2,128355.5,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1997-Q3,130282.6,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1997-Q4,134602.1,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1998-Q1,133385.2,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1998-Q2,136522.8,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1998-Q3,139160.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1998-Q4,143842.4,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1999-Q1,144820.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1999-Q2,146934.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1999-Q3,149761.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,1999-Q4,153727.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2000-Q1,157310.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2000-Q2,160177.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2000-Q3,163101.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2000-Q4,166981.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2001-Q1,170666.0,,
ESTAT:NAMQ_10_GDP(1.0),14/02/25 23:00:00,Quarterly,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,Spain,2001-Q2,173289.0,,
